Matiz,Saturacion,Valor,Brillo,SRE,LRE,GNL,RLNU,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV,Etiqueta
0.046451,0.963023,0.502331,0.065448,0.039652,0.973425,0.094809,0.517719,0.022491,0.201249,0.477122,0.827093,0.965758,0.028533,0.995066,0.83959,0.550517,1
0.042127,0.955793,0.512034,0.071563,0.052535,0.974336,0.089645,0.51203,0.032325,0.210722,0.471141,0.824928,0.96271,0.032838,0.994543,0.8327,0.555385,1
0.037689,0.954896,0.521248,0.081534,0.067842,0.980668,0.083243,0.511863,0.038466,0.220716,0.470232,0.824121,0.959192,0.033866,0.997493,0.824338,0.566042,1
0.043106,0.950612,0.534498,0.092895,0.079092,0.985277,0.079451,0.51293,0.052758,0.232996,0.470798,0.821618,0.957977,0.040006,0.998046,0.818238,0.576133,1
0.040933,0.948726,0.536144,0.096188,0.064731,0.967549,0.092557,0.508545,0.038534,0.239279,0.468333,0.83106,0.964678,0.034621,1,0.811932,0.587915,1
0.046849,0.937334,0.549738,0.108684,0.05982,0.961024,0.096447,0.505402,0.035039,0.253282,0.465847,0.834727,0.967314,0.033917,0.998091,0.806002,0.600229,1
0.045809,0.933542,0.558781,0.123576,0.074862,0.965359,0.095401,0.509878,0.047131,0.264972,0.469964,0.831425,0.960337,0.039806,0.997147,0.796656,0.60849,1
0.051279,0.926023,0.570638,0.135866,0.085806,0.960369,0.099229,0.508708,0.05822,0.277753,0.469336,0.829798,0.956051,0.044035,0.993103,0.790797,0.613889,1
0.034138,0.99316,0.310852,0.002917,0.026214,0.93378,0.188448,0.596185,0.063078,0.054172,0.562745,0.768131,0.877403,0.064726,0.883775,0.821265,0.557736,1
0.050123,0.923451,0.577379,0.144614,0.09033,0.952059,0.107038,0.509077,0.056018,0.287589,0.470684,0.832557,0.957968,0.042698,0.99683,0.786756,0.621003,1
0.056032,0.913834,0.587936,0.152547,0.087499,0.940141,0.11347,0.502538,0.05969,0.299193,0.46532,0.835506,0.958573,0.043805,0.993088,0.776768,0.637536,1
0.048172,0.910493,0.595768,0.165078,0.086405,0.931878,0.123176,0.505492,0.060647,0.311151,0.469331,0.83705,0.957137,0.045364,0.989573,0.763982,0.651482,1
0.058146,0.901623,0.605644,0.17731,0.077301,0.928387,0.125656,0.504379,0.056493,0.323045,0.468588,0.840076,0.957318,0.045216,0.988845,0.755665,0.664702,1
0.056912,0.898597,0.612386,0.187079,0.079845,0.91622,0.137907,0.505845,0.047967,0.333508,0.471517,0.841905,0.95756,0.041861,0.989088,0.747058,0.674717,1
0.05769,0.890857,0.625029,0.203357,0.089915,0.913907,0.142397,0.509085,0.058867,0.347663,0.475131,0.841327,0.951398,0.048329,0.981705,0.738647,0.680776,1
0.05276,0.886877,0.630807,0.214563,0.101831,0.904984,0.152032,0.511155,0.070136,0.35793,0.478306,0.838722,0.947618,0.051312,0.976779,0.732222,0.688698,1
0.057073,0.881074,0.645501,0.231581,0.130567,0.906695,0.154241,0.516853,0.095937,0.373146,0.48399,0.827719,0.937906,0.061641,0.969101,0.725975,0.694219,1
0.054959,0.876911,0.647888,0.24097,0.143862,0.895055,0.165906,0.518261,0.097407,0.381147,0.486797,0.827308,0.932105,0.063066,0.966565,0.712859,0.706728,1
0.064647,0.865676,0.658595,0.255859,0.139937,0.884988,0.174294,0.516612,0.100658,0.394245,0.486266,0.829144,0.932311,0.065177,0.959569,0.708592,0.711807,1
0.038554,0.965168,0.348366,0.090629,0.048255,0.932119,0.226537,0.65595,0.093892,0.09898,0.624642,0.751555,0.855056,0.078052,0.877264,0.81158,0.565436,1
0.063268,0.863893,0.665118,0.268953,0.137523,0.876003,0.186241,0.52213,0.093883,0.405617,0.493008,0.831521,0.930167,0.063112,0.957077,0.696002,0.726066,1
0.067709,0.852559,0.675076,0.283276,0.135137,0.871409,0.191827,0.523824,0.103679,0.417897,0.495291,0.831235,0.926959,0.068707,0.951111,0.689745,0.732469,1
0.066006,0.847621,0.681261,0.297487,0.13288,0.858216,0.206395,0.527611,0.100777,0.429471,0.500736,0.830549,0.92478,0.066431,0.946786,0.685262,0.739982,1
0.065824,0.837702,0.692942,0.315174,0.132816,0.85316,0.21327,0.530868,0.109721,0.443341,0.504687,0.828705,0.919161,0.072722,0.939117,0.672988,0.74941,1
0.067216,0.833816,0.700285,0.330572,0.139498,0.850726,0.220017,0.537995,0.118166,0.45462,0.512328,0.825768,0.914517,0.076609,0.933475,0.665382,0.754092,1
0.071726,0.825774,0.708141,0.345683,0.185689,0.841052,0.231479,0.541988,0.142402,0.466354,0.517576,0.811471,0.895307,0.090285,0.92291,0.646037,0.764995,1
0.069221,0.820023,0.714158,0.359845,0.172985,0.829059,0.244788,0.545778,0.145805,0.477412,0.522884,0.815586,0.896151,0.092494,0.916201,0.63592,0.775946,1
0.072586,0.810542,0.722694,0.376224,0.174532,0.823338,0.252422,0.549441,0.14494,0.489172,0.527331,0.813552,0.891671,0.093997,0.912088,0.634078,0.777134,1
0.07087,0.805826,0.728646,0.391158,0.17488,0.813697,0.264996,0.555843,0.147216,0.500123,0.535063,0.815686,0.89052,0.095569,0.907238,0.62313,0.786776,1
0.073358,0.799857,0.741038,0.407574,0.188959,0.812111,0.269324,0.5607,0.166895,0.513374,0.540262,0.807774,0.881233,0.107829,0.895007,0.618129,0.786642,1
0.053731,0.963529,0.352174,0.085363,0.038228,0.934304,0.21986,0.647778,0.07578,0.099819,0.61595,0.756281,0.861327,0.071035,0.880193,0.816564,0.559469,1
0.070013,0.796756,0.741336,0.417575,0.195782,0.801526,0.282028,0.566093,0.162123,0.520088,0.547061,0.807963,0.879092,0.104593,0.897014,0.614619,0.790584,1
0.07537,0.788583,0.74677,0.42709,0.201137,0.791402,0.290545,0.564849,0.171972,0.528631,0.546955,0.807221,0.8759,0.108754,0.891226,0.609292,0.795601,1
0.069685,0.783973,0.748772,0.434977,0.181906,0.78226,0.300675,0.568044,0.164166,0.535061,0.551317,0.81357,0.8804,0.105645,0.8894,0.605986,0.800952,1
0.064529,0.77566,0.754214,0.4469,0.210574,0.77539,0.3082,0.570239,0.185413,0.544086,0.554382,0.80577,0.868969,0.119023,0.87872,0.597749,0.803351,1
0.068417,0.772869,0.755344,0.454856,0.251321,0.76494,0.318686,0.57217,0.198177,0.549614,0.557591,0.797031,0.857759,0.125865,0.872605,0.586592,0.810337,1
0.061176,0.765833,0.759681,0.463276,0.273888,0.760332,0.323972,0.574052,0.216322,0.556605,0.56007,0.789725,0.846342,0.138939,0.861891,0.578599,0.810246,1
0.061396,0.764505,0.757692,0.465969,0.265037,0.751131,0.333445,0.576239,0.207518,0.559423,0.563399,0.796783,0.850306,0.133942,0.862715,0.576677,0.814785,1
0.069087,0.759655,0.759743,0.471057,0.273842,0.744934,0.339304,0.576596,0.222086,0.563377,0.564488,0.793338,0.844928,0.143587,0.855643,0.568504,0.81818,1
0.05857,0.758417,0.755975,0.473394,0.297271,0.731969,0.352532,0.579622,0.235118,0.564783,0.56912,0.791806,0.841172,0.152148,0.847794,0.561748,0.822831,1
0.068322,0.75349,0.754119,0.47244,0.250798,0.723915,0.358993,0.577987,0.207023,0.56551,0.568369,0.803915,0.852284,0.133608,0.854297,0.568976,0.822128,1
0.041481,0.966493,0.354905,0.082975,0.035363,0.935702,0.216809,0.644846,0.0736,0.100964,0.61276,0.760841,0.869031,0.067842,0.889041,0.822342,0.554862,1
0.066095,0.754704,0.744708,0.467085,0.261322,0.720689,0.36454,0.58311,0.212606,0.561226,0.574034,0.805844,0.85309,0.13669,0.854037,0.565311,0.826395,1
0.056289,0.756024,0.7391,0.462082,0.27482,0.71732,0.369043,0.585981,0.215875,0.558248,0.57739,0.807451,0.855055,0.137927,0.854205,0.563037,0.829235,1
0.059565,0.760108,0.724724,0.455266,0.268402,0.713848,0.377169,0.595859,0.213433,0.549999,0.587992,0.810091,0.853008,0.138005,0.852202,0.550487,0.836554,1
0.052788,0.755271,0.718342,0.452583,0.298963,0.710323,0.382905,0.600636,0.218563,0.546992,0.593334,0.806812,0.850501,0.14162,0.847172,0.554505,0.834367,1
0.055622,0.761337,0.702973,0.440303,0.284398,0.700054,0.395115,0.607,0.207383,0.536853,0.601099,0.814134,0.853072,0.136164,0.8479,0.546753,0.840627,1
0.05017,0.759717,0.694673,0.436065,0.261162,0.692814,0.404376,0.612609,0.203426,0.531678,0.607732,0.820644,0.857138,0.13543,0.842682,0.540738,0.845787,1
0.043902,0.76577,0.681686,0.43026,0.277178,0.685481,0.415582,0.622595,0.206517,0.524703,0.618895,0.816253,0.848463,0.139511,0.837142,0.525327,0.853507,1
0.04684,0.76734,0.673813,0.423344,0.288621,0.67723,0.42485,0.626774,0.213533,0.518339,0.62417,0.817759,0.848597,0.143137,0.833317,0.522225,0.856068,1
0.047728,0.771578,0.660462,0.415723,0.279103,0.670058,0.434838,0.634738,0.205128,0.510029,0.633227,0.820377,0.848724,0.138707,0.835408,0.516821,0.859579,1
0.054373,0.773526,0.649285,0.405685,0.176666,0.662631,0.442611,0.637536,0.152554,0.501726,0.636979,0.850014,0.877861,0.108777,0.845242,0.530092,0.860127,1
0.050592,0.964166,0.361925,0.084842,0.043521,0.943924,0.208835,0.643378,0.082749,0.105032,0.610289,0.760034,0.867454,0.071231,0.887543,0.821548,0.552024,1
0.044833,0.779273,0.636515,0.395577,0.260439,0.655487,0.452074,0.6448,0.199633,0.49269,0.64531,0.8292,0.854532,0.133497,0.832864,0.512463,0.865545,1
0.055448,0.77908,0.628252,0.392525,0.218299,0.652682,0.456956,0.650046,0.181466,0.486972,0.651052,0.837791,0.859787,0.124004,0.833792,0.510485,0.868101,1
0.051374,0.786934,0.612207,0.38105,0.217886,0.643872,0.467925,0.6579,0.180286,0.47617,0.660186,0.839569,0.859946,0.124983,0.830767,0.508459,0.867973,1
0.052066,0.794459,0.604582,0.373238,0.208548,0.642316,0.471758,0.663512,0.168238,0.468962,0.666161,0.841297,0.86118,0.116538,0.838785,0.509149,0.869516,1
0.046842,0.796855,0.588335,0.364603,0.211716,0.631972,0.483091,0.669364,0.175935,0.459155,0.673406,0.840384,0.855789,0.123558,0.831371,0.493683,0.875847,1
0.04769,0.798499,0.580803,0.359385,0.208202,0.627969,0.48878,0.674436,0.178811,0.452804,0.679109,0.841198,0.855784,0.126636,0.82843,0.497361,0.873171,1
0.044631,0.809048,0.568396,0.351278,0.190721,0.621457,0.496891,0.680722,0.161545,0.444124,0.686356,0.847786,0.860156,0.118898,0.830419,0.493413,0.87556,1
0.046386,0.808323,0.56063,0.346002,0.186724,0.618376,0.501176,0.684569,0.165158,0.437666,0.690686,0.849165,0.858778,0.120146,0.829885,0.493746,0.875141,1
0.048097,0.816148,0.547771,0.338493,0.169294,0.610654,0.509667,0.689433,0.148196,0.429152,0.696606,0.855018,0.866645,0.110314,0.835389,0.498466,0.87572,1
0.047872,0.818031,0.539642,0.332161,0.179395,0.607832,0.513374,0.692484,0.155788,0.421879,0.700084,0.852624,0.862401,0.113276,0.834133,0.497472,0.87536,1
0.043719,0.96617,0.364769,0.082153,0.037912,0.941546,0.208211,0.639226,0.067003,0.106662,0.606278,0.76455,0.873527,0.062855,0.898302,0.822027,0.557468,1
0.043502,0.82266,0.527576,0.325608,0.180633,0.605778,0.5177,0.698896,0.155724,0.413561,0.706943,0.851089,0.862814,0.113667,0.832997,0.500855,0.874026,1
0.043442,0.819812,0.520776,0.320494,0.177275,0.59859,0.523547,0.698237,0.156391,0.408106,0.707099,0.855218,0.866823,0.11465,0.831406,0.506579,0.870917,1
0.046745,0.827438,0.509513,0.31144,0.171984,0.595188,0.527304,0.700472,0.15023,0.398852,0.709803,0.856965,0.867796,0.110738,0.835032,0.504806,0.873037,1
0.056894,0.828402,0.502257,0.302883,0.165852,0.592526,0.528544,0.697763,0.144389,0.391608,0.707315,0.860429,0.873035,0.104279,0.839082,0.515486,0.867979,1
0.049454,0.833176,0.492194,0.295053,0.142263,0.589717,0.531634,0.699558,0.127166,0.383968,0.709496,0.867531,0.880277,0.095897,0.844916,0.518448,0.869226,1
0.04881,0.837496,0.492111,0.293196,0.141331,0.595587,0.527,0.699981,0.123298,0.380502,0.709249,0.868213,0.883691,0.092236,0.85202,0.525209,0.86696,1
0.051257,0.842882,0.481747,0.286691,0.144209,0.591512,0.531895,0.703772,0.117389,0.373125,0.713637,0.867849,0.883316,0.089014,0.852879,0.524205,0.867038,1
0.052826,0.84235,0.474634,0.277812,0.135038,0.586415,0.534727,0.699939,0.117693,0.365553,0.710273,0.87088,0.888537,0.088826,0.852356,0.531494,0.863214,1
0.048237,0.848019,0.466517,0.269937,0.129923,0.585764,0.534773,0.698553,0.10816,0.358525,0.708917,0.874784,0.895697,0.081489,0.858709,0.54339,0.858997,1
0.048023,0.848118,0.461813,0.263334,0.139437,0.584762,0.534877,0.696388,0.11054,0.352655,0.706799,0.871465,0.89478,0.082064,0.859942,0.549529,0.854817,1
0.049184,0.963377,0.373518,0.085725,0.03372,0.955163,0.195789,0.638014,0.066307,0.111131,0.603443,0.768477,0.877527,0.064585,0.900693,0.827099,0.548019,1
0.154738,0.506771,0.732053,0.618999,0.273434,0.493361,0.352736,0.189535,0.387189,0.877914,0.194135,0.823317,0.741997,0.37873,0.376215,0.169984,0.977459,2
0.142783,0.539459,0.70419,0.474982,0.181411,0.504684,0.238462,0.065028,0.216606,0.820753,0.064272,0.864054,0.827073,0.250549,0.503192,0.284829,0.956095,2
0.145016,0.533488,0.710084,0.483293,0.164681,0.505167,0.236296,0.063004,0.208944,0.825882,0.062125,0.866326,0.828929,0.247557,0.507879,0.288601,0.954802,2
0.142826,0.5348,0.710788,0.487523,0.162751,0.509751,0.23488,0.068385,0.213335,0.827748,0.067148,0.865385,0.827009,0.24799,0.50482,0.283781,0.956956,2
0.1481,0.51267,0.742297,0.557857,0.202538,0.494105,0.268406,0.082806,0.234645,0.859539,0.083857,0.840783,0.799481,0.259152,0.497977,0.276115,0.955725,2
0.143947,0.555124,0.686886,0.422991,0.121295,0.504463,0.227354,0.052356,0.168951,0.80254,0.051214,0.89399,0.856536,0.233601,0.510475,0.283649,0.960869,2
0.149834,0.526547,0.716865,0.49715,0.155531,0.500808,0.246437,0.067484,0.202353,0.832854,0.067258,0.864941,0.82377,0.246192,0.505011,0.277601,0.958464,2
0.147964,0.55097,0.690328,0.43241,0.118394,0.506153,0.230206,0.057645,0.17079,0.806136,0.056478,0.893202,0.854679,0.236558,0.506897,0.283989,0.959931,2
0.144306,0.546475,0.690785,0.433811,0.11621,0.500582,0.235131,0.054593,0.164855,0.806592,0.053975,0.895977,0.858724,0.230838,0.515014,0.292719,0.958026,2
0.145704,0.548262,0.689867,0.435434,0.108258,0.500905,0.239731,0.060103,0.153261,0.806286,0.059626,0.898817,0.863978,0.223379,0.521125,0.302956,0.955474,2
0.145356,0.542292,0.694662,0.444209,0.132851,0.494613,0.248737,0.060413,0.172633,0.81083,0.060679,0.887748,0.847656,0.237706,0.509378,0.284059,0.958362,2
0.161618,0.522844,0.691344,0.590012,0.228766,0.502708,0.365718,0.223236,0.363086,0.842505,0.227842,0.838378,0.766046,0.360503,0.398791,0.200803,0.972946,2
0.145009,0.543357,0.692221,0.442795,0.132482,0.494188,0.252137,0.063647,0.175114,0.809145,0.064067,0.88953,0.850299,0.236529,0.51185,0.288267,0.957673,2
0.145483,0.539233,0.695988,0.450734,0.128022,0.489259,0.260415,0.065311,0.165293,0.812274,0.066358,0.888227,0.847615,0.231738,0.51493,0.293368,0.955621,2
0.147107,0.541021,0.694854,0.45514,0.121477,0.49239,0.262742,0.072775,0.167541,0.812158,0.0737,0.892083,0.849331,0.230925,0.520675,0.292086,0.956468,2
0.141328,0.536694,0.69758,0.457064,0.116603,0.48587,0.270841,0.071908,0.165579,0.813762,0.073563,0.889971,0.847621,0.233739,0.515887,0.28622,0.957597,2
0.149345,0.539161,0.694689,0.45551,0.112745,0.486893,0.273162,0.076216,0.153565,0.811774,0.077892,0.890095,0.852771,0.223954,0.525443,0.302162,0.953475,2
0.148085,0.535724,0.696644,0.461377,0.115189,0.480244,0.285139,0.079724,0.155823,0.813381,0.082288,0.887694,0.849694,0.226669,0.52366,0.301178,0.952683,2
0.144928,0.516525,0.721408,0.529937,0.165802,0.484844,0.296949,0.101172,0.200598,0.840711,0.103897,0.854449,0.81372,0.24396,0.513447,0.287653,0.952772,2
0.147534,0.513672,0.723068,0.533634,0.175713,0.48045,0.30415,0.102766,0.209566,0.841557,0.106053,0.853637,0.809071,0.251079,0.510647,0.286318,0.951374,2
0.14235,0.535507,0.687905,0.457236,0.145588,0.488999,0.281605,0.088752,0.173132,0.806311,0.09059,0.881689,0.843212,0.232811,0.526995,0.301471,0.951283,2
0.145747,0.516457,0.717975,0.529463,0.172347,0.478923,0.310754,0.108523,0.200947,0.837251,0.112174,0.854998,0.816181,0.242189,0.521356,0.301192,0.947838,2
0.159201,0.526189,0.685766,0.581646,0.240061,0.4988,0.369144,0.221389,0.354696,0.836759,0.22639,0.839286,0.769802,0.353214,0.403195,0.204169,0.97243,2
0.151996,0.519459,0.716888,0.534635,0.162921,0.485033,0.311724,0.119546,0.200688,0.837231,0.122844,0.856006,0.816114,0.242528,0.519876,0.300555,0.948073,2
0.152935,0.533932,0.688925,0.465633,0.105579,0.486592,0.296559,0.102682,0.150128,0.807365,0.105252,0.892128,0.849371,0.225098,0.531605,0.303261,0.950973,2
0.152949,0.538264,0.686866,0.466209,0.105645,0.488465,0.299491,0.109341,0.147431,0.805839,0.111909,0.892264,0.848282,0.223794,0.533169,0.298207,0.953158,2
0.149709,0.516161,0.712766,0.533728,0.172071,0.46856,0.338551,0.126863,0.19541,0.834185,0.132315,0.857417,0.813367,0.242786,0.520471,0.291193,0.950287,2
0.148507,0.538553,0.680121,0.461562,0.110748,0.477402,0.319333,0.116338,0.14542,0.801286,0.12042,0.897082,0.854146,0.220938,0.535789,0.302466,0.953202,2
0.148763,0.514247,0.710513,0.536499,0.174997,0.461316,0.353405,0.134306,0.191,0.832701,0.140842,0.862719,0.817685,0.239077,0.522639,0.290678,0.951559,2
0.151732,0.539009,0.674427,0.456778,0.09858,0.470266,0.331302,0.11986,0.127989,0.795961,0.124887,0.906229,0.868116,0.21259,0.542706,0.314918,0.95035,2
0.150682,0.537375,0.677289,0.462213,0.08976,0.467207,0.337699,0.122999,0.124967,0.797929,0.128483,0.910767,0.869515,0.210817,0.545345,0.30922,0.952657,2
0.149822,0.54167,0.675692,0.463444,0.104086,0.472952,0.335178,0.12926,0.130481,0.796813,0.134279,0.909137,0.869576,0.210678,0.548784,0.31916,0.948935,2
0.152136,0.540507,0.677314,0.463792,0.106633,0.466227,0.342528,0.127587,0.127037,0.797153,0.133334,0.912625,0.871323,0.208529,0.550023,0.309919,0.952475,2
0.156465,0.529332,0.680715,0.578341,0.230105,0.509794,0.35993,0.226482,0.354183,0.8326,0.23037,0.841669,0.771052,0.35625,0.402154,0.205579,0.972189,2
0.144471,0.565698,0.642525,0.383699,0.071232,0.480941,0.310877,0.110816,0.097866,0.761744,0.114307,0.939722,0.90092,0.203701,0.558342,0.311404,0.954613,2
0.158003,0.541556,0.674923,0.459147,0.087279,0.46633,0.341504,0.126537,0.117152,0.794765,0.132238,0.919963,0.881172,0.204887,0.558518,0.317216,0.951274,2
0.150886,0.567432,0.642056,0.382684,0.055759,0.480062,0.314848,0.114463,0.083418,0.760952,0.118175,0.948308,0.911903,0.194989,0.566239,0.316342,0.95591,2
0.154302,0.56523,0.644257,0.384111,0.059685,0.476671,0.317052,0.111646,0.087026,0.761957,0.115661,0.946781,0.908062,0.19885,0.566039,0.31262,0.95599,2
0.159017,0.568177,0.639029,0.376331,0.051082,0.474937,0.317758,0.109921,0.074948,0.757492,0.114081,0.955424,0.921343,0.190045,0.572548,0.324449,0.954414,2
0.152029,0.56305,0.643916,0.385256,0.054249,0.471388,0.323734,0.111655,0.075466,0.761873,0.116284,0.950949,0.91479,0.192931,0.568715,0.316262,0.955693,2
0.156245,0.568646,0.639438,0.37601,0.055982,0.474107,0.319714,0.111111,0.08111,0.758022,0.115406,0.952066,0.915361,0.195291,0.568768,0.314157,0.955669,2
0.150779,0.543066,0.67141,0.451996,0.08618,0.469744,0.337763,0.127173,0.112167,0.789801,0.132498,0.925703,0.889204,0.205789,0.562593,0.314301,0.953032,2
0.14706,0.527156,0.694147,0.51429,0.141465,0.457905,0.36652,0.146354,0.162124,0.816039,0.153678,0.890643,0.851956,0.225193,0.548324,0.303536,0.951743,2
0.152725,0.547379,0.667312,0.443724,0.09167,0.468113,0.339544,0.126954,0.112826,0.785669,0.132461,0.926262,0.888388,0.207127,0.562364,0.310967,0.953137,2
0.156439,0.527377,0.678611,0.577176,0.24078,0.505013,0.365161,0.225988,0.362648,0.830626,0.230415,0.841187,0.771033,0.359713,0.402188,0.201017,0.973211,2
0.151047,0.552016,0.662896,0.43621,0.080666,0.469482,0.339057,0.128727,0.106146,0.782114,0.134132,0.930895,0.894371,0.206094,0.563849,0.313988,0.952806,2
0.15238,0.529272,0.691983,0.503373,0.116906,0.467037,0.352048,0.141928,0.144433,0.811324,0.148046,0.900608,0.863425,0.218631,0.556162,0.306285,0.951855,2
0.151561,0.532518,0.688417,0.497597,0.114261,0.46999,0.347519,0.140985,0.150053,0.808565,0.146729,0.901654,0.863384,0.22072,0.553477,0.300291,0.953807,2
0.147243,0.554617,0.66073,0.422303,0.08328,0.466416,0.335142,0.118617,0.112665,0.778768,0.124051,0.931001,0.897717,0.206566,0.561313,0.317328,0.952477,2
0.149328,0.537743,0.685724,0.486377,0.108868,0.469296,0.34648,0.138541,0.144318,0.805168,0.144286,0.904782,0.866125,0.224055,0.547103,0.30117,0.953989,2
0.151884,0.534357,0.687477,0.486792,0.110796,0.466184,0.346477,0.133169,0.147597,0.806238,0.139102,0.905521,0.865959,0.226418,0.54548,0.295356,0.955612,2
0.156414,0.538903,0.68153,0.476814,0.110593,0.468522,0.34428,0.134373,0.146393,0.802269,0.140073,0.907801,0.865289,0.227354,0.542673,0.289484,0.957556,2
0.156194,0.518341,0.7141,0.545536,0.162372,0.467479,0.354866,0.146756,0.190401,0.833259,0.152979,0.872386,0.824861,0.248536,0.530343,0.273134,0.956203,2
0.15451,0.543567,0.680858,0.467552,0.101166,0.468674,0.339251,0.128113,0.1365,0.800004,0.133592,0.9143,0.869257,0.226111,0.542724,0.282467,0.959779,2
0.150538,0.541552,0.683905,0.468543,0.119152,0.467822,0.337827,0.124746,0.144506,0.801915,0.130215,0.909981,0.863423,0.228104,0.541408,0.278327,0.960803,2
0.158822,0.512077,0.703399,0.640007,0.290153,0.501239,0.381262,0.243786,0.396764,0.85669,0.249229,0.807083,0.735037,0.383478,0.389517,0.193622,0.970522,2
0.15351,0.543663,0.680499,0.461067,0.096117,0.470136,0.332421,0.121665,0.13738,0.799572,0.126765,0.916811,0.869059,0.227163,0.538577,0.275737,0.962121,2
0.15061,0.520728,0.713579,0.529622,0.151176,0.468925,0.342328,0.132605,0.180393,0.830645,0.138201,0.881188,0.828446,0.246599,0.529439,0.260114,0.962178,2
0.155087,0.524967,0.706414,0.517351,0.164199,0.468226,0.340251,0.128927,0.186767,0.825569,0.134484,0.880094,0.827211,0.249,0.526289,0.252978,0.96434,2
0.152295,0.522103,0.710757,0.518047,0.150918,0.46599,0.339376,0.123914,0.171085,0.828485,0.129569,0.885424,0.83463,0.24191,0.531826,0.263062,0.961907,2
0.155412,0.525089,0.709377,0.515717,0.144759,0.470113,0.334448,0.124466,0.179584,0.827788,0.129659,0.882704,0.8308,0.244664,0.528666,0.256737,0.964066,2
0.150154,0.524384,0.718049,0.524666,0.171277,0.469059,0.334155,0.122461,0.192191,0.834527,0.127712,0.876108,0.826388,0.246594,0.527425,0.263153,0.961652,2
0.154006,0.529078,0.713658,0.514328,0.156727,0.470843,0.32937,0.119363,0.187849,0.830538,0.124307,0.879225,0.829796,0.247045,0.522002,0.26362,0.961305,2
0.153639,0.525954,0.718093,0.515255,0.14295,0.467702,0.328909,0.113519,0.177296,0.833728,0.118638,0.881281,0.833895,0.240866,0.527246,0.262483,0.962698,2
0.154051,0.527777,0.7203,0.515471,0.145223,0.471063,0.323805,0.112712,0.178639,0.835823,0.117414,0.881795,0.832653,0.245476,0.519587,0.260938,0.962943,2
0.161685,0.504517,0.749819,0.577144,0.170187,0.471439,0.327838,0.118246,0.204454,0.864805,0.123084,0.853963,0.803902,0.254728,0.516794,0.255902,0.960629,2
0.162748,0.511317,0.700737,0.634949,0.261193,0.499907,0.381456,0.241545,0.379197,0.853769,0.247071,0.814239,0.7444,0.37172,0.399254,0.198807,0.970748,2
0.15873,0.505914,0.747754,0.570805,0.167298,0.467666,0.330127,0.115188,0.199688,0.863469,0.120365,0.855959,0.80426,0.255079,0.515107,0.251044,0.962809,2
0.163598,0.523992,0.725256,0.504397,0.11339,0.472,0.30743,0.093578,0.154646,0.836996,0.09755,0.889784,0.840459,0.235259,0.528114,0.256171,0.965906,2
0.15142,0.509241,0.748681,0.562537,0.162501,0.466024,0.324787,0.105795,0.191697,0.863411,0.110859,0.86189,0.810945,0.245949,0.519392,0.252457,0.963586,2
0.156578,0.507518,0.754846,0.566272,0.169618,0.462511,0.325488,0.100955,0.195023,0.867882,0.10627,0.857405,0.801748,0.25327,0.514037,0.242857,0.96423,2
0.156109,0.51029,0.751603,0.557034,0.155657,0.461642,0.321834,0.09515,0.187553,0.865405,0.100378,0.865134,0.812381,0.246652,0.518076,0.249325,0.964507,2
0.160184,0.489911,0.780498,0.617136,0.203615,0.459222,0.329267,0.100508,0.223315,0.894177,0.106191,0.834513,0.786077,0.258227,0.512888,0.258755,0.958551,2
0.154677,0.511075,0.752994,0.549052,0.149,0.460325,0.314491,0.084046,0.178756,0.866439,0.089067,0.87115,0.823465,0.239666,0.519892,0.260663,0.963195,2
0.163833,0.48848,0.78658,0.616425,0.191945,0.45758,0.3234,0.090572,0.217959,0.898673,0.096124,0.83736,0.792096,0.253774,0.513521,0.265918,0.957074,2
0.157868,0.491873,0.784229,0.610509,0.190184,0.458547,0.321575,0.090012,0.220801,0.89658,0.095433,0.838749,0.790324,0.258362,0.50722,0.255027,0.96069,2
0.155662,0.488549,0.790896,0.613404,0.197016,0.453306,0.323964,0.084423,0.218795,0.90162,0.090273,0.835271,0.786245,0.259153,0.506221,0.250883,0.960721,2
0.159462,0.516784,0.696662,0.632734,0.279651,0.505112,0.379368,0.247635,0.397554,0.85079,0.252753,0.80821,0.734599,0.386682,0.390377,0.187578,0.972021,2
0.154003,0.490919,0.787615,0.6072,0.185738,0.453344,0.321833,0.082041,0.215056,0.900005,0.087809,0.843911,0.793696,0.259865,0.500261,0.250563,0.962205,2
0.156111,0.486833,0.79549,0.614455,0.179021,0.45119,0.321063,0.07749,0.214557,0.905764,0.083361,0.846307,0.797368,0.255739,0.505411,0.260126,0.9598,2
0.14028,0.469844,0.818468,0.669148,0.281942,0.457856,0.318679,0.085459,0.278931,0.93039,0.090814,0.802566,0.752773,0.289652,0.486335,0.247191,0.957046,2
0.15264,0.506549,0.774857,0.547316,0.148507,0.463544,0.286475,0.055995,0.176781,0.881069,0.059732,0.875161,0.823767,0.242724,0.510511,0.251654,0.965237,2
0.153402,0.487869,0.801769,0.611756,0.185763,0.454662,0.30756,0.066999,0.210915,0.911068,0.072126,0.847283,0.79623,0.255947,0.496334,0.25579,0.960652,2
0.157252,0.483724,0.806153,0.611242,0.16201,0.464218,0.289299,0.060254,0.19225,0.912907,0.06405,0.854371,0.802407,0.248253,0.504214,0.256922,0.961796,2
0.155634,0.487108,0.804916,0.605687,0.167141,0.465955,0.28581,0.059222,0.193029,0.911983,0.062783,0.854547,0.806584,0.245103,0.50467,0.268359,0.958999,2
